Blade,Ratchet,Bit,Win %,Wins,Losses,Partidas,Eficiencia,Pts Ganados/Combate,Pts Cedidos/Combate,Wilson Score
Wyvern Hover,1-60,Low Rush,60.0,6.0,4.0,10,63.0,1.17,1.5,0.3126695474501863
Wyvern Hover,1-70,Low Rush,50.0,5.0,5.0,10,57.0,2.0,2.2,0.2365895936154873
Wyvern Hover,4-50,Low Rush,75.0,6.0,2.0,8,94.0,2.0,1.5,0.4092698791025891
Wyvern Hover,6-60,Kick,60.0,6.0,4.0,10,79.0,1.83,1.5,0.3126695474501863
Wyvern Hover,7-60,Kick,30.0,3.0,7.0,10,23.0,0.33,0.71,0.1077892874862118
Wyvern Hover,7-60,Level,52.6,10.0,9.0,19,86.0,1.6,1.33,0.3170748251182511
Wyvern Hover,7-60,Low Rush,0.0,0.0,3.0,3,0.0,0.0,2.0,0.0
Wyvern Hover,9-60,Jolt,63.6,21.0,12.0,33,122.0,2.0,1.67,0.4661587262153409
Wyvern Hover,9-60,Kick,62.5,40.0,24.0,64,130.0,1.85,1.88,0.5025015331382643
Wyvern Hover,9-60,Level,50.0,2.0,2.0,4,32.0,1.0,1.5,0.1500357088201714
Wyvern Hover,9-60,Low Rush,54.1,20.0,17.0,37,102.0,1.65,1.53,0.3838377952476737
Wyvern Hover,9-60,Rush,68.3,43.0,20.0,63,156.0,1.65,1.35,0.559962360918752
Wyvern Hover,9-70,Low Rush,66.7,4.0,2.0,6,53.0,1.75,2.5,0.2999883213415286
Yell Kong,9-60,Orb,40.0,2.0,3.0,5,34.0,1.5,1.67,0.1176182311592532
